0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44731763,0.286061943,0.788961947,0.532587886,0.319674134,0.854268551,0.484670639,0.495666534,0.850498855,0.497268647,0.516786
0.527533948,0.286803931,0.790172,0.468005538,0.321677625,0.85168767,0.500077784,0.49263379,0.813866258,0.475884706,0.507171512
0.427208751,0.287035853,0.792726755,0.563497603,0.2843768,0.86396116,0.476405978,0.499205023,0.820663512,0.494808197,0.489153
0.410664678,0.286601961,0.803755164,0.588121831,0.282271206,0.876094937,0.46412921,0.52537179,0.834263325,0.513290942,0.484144092
0.406434923,0.296271473,0.771266401,0.596366107,0.275757313,0.85406065,0.457253188,0.555258036,0.799208045,0.526554763,0.481092274
0.401893109,0.301104844,0.790054321,0.598992109,0.265424043,0.862285495,0.449307621,0.545485497,0.79614,0.544313669,0.454907149
0.602760255,0.29009828,0.810452342,0.412674248,0.300378382,0.87466222,0.54479754,0.452618659,0.812940896,0.46371308,0.507756293
0.617116868,0.290453851,0.828414381,0.397919714,0.305092901,0.886323631,0.559925497,0.425055772,0.828086436,0.446788788,0.510919273
0.617360473,0.281808674,0.844464183,0.39398998,0.30110693,0.895928562,0.577340543,0.414402276,0.840030849,0.436938345,0.509920537
0.617090404,0.279573888,0.851948261,0.388678,0.299217224,0.902344882,0.584173739,0.407368392,0.827891469,0.424318,0.490915984
0.619663119,0.278473049,0.861865163,0.386951715,0.295531183,0.908173203,0.59474659,0.396043599,0.833441,0.416984975,0.474523962
0.620075583,0.274798721,0.868392766,0.385310352,0.290518939,0.912639141,0.597672462,0.37858665,0.836406,0.411503375,0.443771362
0.621844053,0.273226053,0.87575084,0.384338886,0.285498977,0.914699435,0.604076326,0.369899184,0.842690647,0.40662995,0.427432954
0.621068239,0.271504372,0.880439818,0.384663403,0.280284941,0.916583896,0.607813358,0.353519022,0.847558856,0.403689444,0.407339215
0.621120691,0.271754235,0.884072542,0.385132372,0.273011774,0.917927325,0.608091891,0.350139648,0.849234283,0.401683837,0.397759646
0.619963109,0.272149712,0.882608116,0.38514781,0.266169906,0.916945338,0.604875922,0.355556846,0.846828,0.399065554,0.395784408
0.621995807,0.27243644,0.886643708,0.38881883,0.255806476,0.917730033,0.604840577,0.356216222,0.852676094,0.400300175,0.388581961
0.619496703,0.268534243,0.892735064,0.393146634,0.249515325,0.915179253,0.603171349,0.359700233,0.860931754,0.401595086,0.385165751
